rank,uri,artist_names,artist_names_1,artist_names_2,artist_names_3,artist_names_4,artist_names_5,artist_names_6,artist_names_7,artist_names_8,artist_names_9,artist_names_10,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,season,month,week
8,spotify:track:6TqXcAFInzjp0bODyvrWEq,"Khalid, Disclosure",Khalid,Disclosure,,,,,,,,,Talk (feat. Disclosure),"Right Hand Music Group, LLC/RCA Records",8,28,9,7292412,Spring ,April,27
9,spotify:track:09oZ9eXQ2fo6YDrPzJqAoP,"Khalid, John Mayer",Khalid,John Mayer,,,,,,,,,Outta My Head (with John Mayer),"Right Hand Music Group, LLC/RCA Records",9,-1,1,7094716,Spring ,April,27
10,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,Khalid,,,,,,,,,,Better,"Right Hand Music Group, LLC/RCA Records",9,40,30,6978918,Spring ,April,27
11,spotify:track:6MWtB6iiXyIwun0YzU6DFP,Post Malone,Post Malone,,,,,,,,,,Wow.,Republic Records,2,14,16,6948506,Spring ,April,27
12,spotify:track:4SSnFejRGlZikf02HLewEF,Billie Eilish,Billie Eilish,,,,,,,,,,bury a friend,Darkroom/Interscope Records,3,4,11,6887623,Spring ,April,27
13,spotify:track:2XKFnwB6djxrJCjR3PdeRb,Khalid,Khalid,,,,,,,,,,My Bad,"Right Hand Music Group, LLC/RCA Records",13,38,5,6679962,Spring ,April,27
14,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,YNW Melly,,,,,,,,,,Murder On My Mind,P2018,4,13,29,6618213,Spring ,April,27
15,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,"Meek Mill, Drake",Meek Mill,Drake,,,,,,,,,Going Bad (feat. Drake),MMG/Atlantic,2,16,19,6523365,Spring ,April,27
16,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,Ariana Grande,,,,,,,,,,7 rings,Republic Records,1,15,12,6439592,Spring ,April,27
17,spotify:track:4y3OI86AEP6PQoDE6olYhO,Jonas Brothers,Jonas Brothers,,,,,,,,,,Sucker,Jonas Brothers Recording,1,19,6,6385996,Spring ,April,27
18,spotify:track:43zdsphuZLzwA9k4DJhU0I,Billie Eilish,Billie Eilish,,,,,,,,,,when the party's over,Darkroom/Interscope Records,5,5,26,6176551,Spring ,April,27
19,spotify:track:6tsOcBnaKgzK22yEiqRh8P,"Ariana Grande, Victoria Monet",Ariana Grande,Victoria Monet,,,,,,,,,MONOPOLY (with Victoria Monet),Republic Records,19,52,2,5512870,Spring ,April,27
20,spotify:track:63cd4JkwGgYJrbOizbfmsp,"Mustard, Migos",Mustard,Migos,,,,,,,,,Pure Water (with Migos),10 Summers Records/Interscope Records,13,25,12,5453259,Spring ,April,27
21,spotify:track:6vWEAOUSxohKxhp0K1BsxL,"YNW Melly, Kanye West",YNW Melly,Kanye West,,,,,,,,,Mixed Personalities (feat. Kanye West),P2019,12,24,12,5324871,Spring ,April,27
22,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,Juice WRLD,Juice WRLD,,,,,,,,,,Robbery,Grade A Productions/Interscope Records,3,22,8,5229177,Spring ,April,27
23,spotify:track:5kfNriitmkNE8mUbZ7gbq8,Khalid,Khalid,,,,,,,,,,Saturday Nights,"Right Hand Music Group, LLC/RCA Records",14,55,24,5131881,Spring ,April,27
24,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,Ariana Grande,,,,,,,,,,"break up with your girlfriend, i'm bored",Republic Records,1,21,9,5080706,Spring ,April,27
25,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,Billie Eilish,Billie Eilish,,,,,,,,,,my strange addiction,Darkroom/Interscope Records,10,10,2,5076956,Spring ,April,27
26,spotify:track:4QIo4oxwzzafcBWkKjDpXY,Billie Eilish,Billie Eilish,,,,,,,,,,xanny,Darkroom/Interscope Records,7,7,2,4998364,Spring ,April,27
27,spotify:track:3XF5xLJHOQQRbWya6hBp7d,Billie Eilish,Billie Eilish,,,,,,,,,,you should see me in a crown,Darkroom/Interscope Records,11,11,24,4973748,Spring ,April,27
28,spotify:track:1E6DEDWDKHoOW0fcFuDghV,"Khalid, SAFE",Khalid,SAFE,,,,,,,,,Don't Pretend (feat. SAFE),"Right Hand Music Group, LLC/RCA Records",28,-1,1,4973336,Spring ,April,27
29,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,Billie Eilish,Billie Eilish,,,,,,,,,,all the good girls go to hell,Darkroom/Interscope Records,8,8,2,4909126,Spring ,April,27
30,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,BLACKPINK,BLACKPINK,,,,,,,,,,Kill This Love,"YG Entertainment, distributed through Interscope Records",30,-1,1,4767088,Spring ,April,27
31,spotify:track:2t8yVaLvJ0RenpXUIAC52d,21 Savage,21 Savage,,,,,,,,,,a lot,"Slaughter Gang, LLC/Epic Records",7,26,16,4644463,Spring ,April,27
32,spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Lil Baby, Gunna",Lil Baby,Gunna,,,,,,,,,Drip Too Hard (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",1,27,30,4620959,Spring ,April,27
33,spotify:track:6ya8ejoKgw906Y8LWclqrp,"Nipsey Hussle, Roddy Ricch, Hit-Boy",Nipsey Hussle,Roddy Ricch,Hit-Boy,,,,,,,,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Atlantic Records,33,58,2,4493543,Spring ,April,27
34,spotify:track:3QmolSZqjjLksTUvZJ6pPS,Jonas Brothers,Jonas Brothers,,,,,,,,,,Cool,Jonas Brothers Recording,34,-1,1,4324557,Spring ,April,27
35,spotify:track:1ThmUihH9dF8EV08ku5AXN,Ski Mask The Slump God,Ski Mask The Slump God,,,,,,,,,,Faucet Failure,Republic Records,29,30,18,4207689,Spring ,April,27
36,spotify:track:2vsuel3g4zaLYSOY0mOMbi,Khalid,Khalid,,,,,,,,,,Bad Luck,"Right Hand Music Group, LLC/RCA Records",36,-1,1,4146097,Spring ,April,27
37,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,A Boogie Wit da Hoodie,,,,,,,,,,Look Back at It,Highbridge the Label / Atlantic Records,9,35,18,4039101,Spring ,April,27
38,spotify:track:05t7JMip6JrLuSrMV5yYjX,Calboy,Calboy,,,,,,,,,,Envy Me,Polo Grounds Music/RCA Records,37,37,15,4015447,Spring ,April,27
39,spotify:track:5p7ujcrUXASCNwRaWNHR1C,Halsey,Halsey,,,,,,,,,,Without Me,Capitol Records,5,34,27,3987874,Spring ,April,27
40,spotify:track:1NJcg626wLln4pGHpiV7mf,"Billie Eilish, Khalid",Billie Eilish,Khalid,,,,,,,,,lovely (with Khalid),Darkroom,24,41,51,3971050,Spring ,April,27
41,spotify:track:2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Alec Benjamin,,,,,,,,,,Let Me Down Slowly,2018,41,51,13,3949567,Spring ,April,27
42,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,Travis Scott,,,,,,,,,,SICKO MODE,Cactus Jack / Epic / Grand Hustle,1,32,36,3945982,Spring ,April,27
43,spotify:track:5A1w94uzc1kO1Zhe8WWxC3,Khalid,Khalid,,,,,,,,,,Right Back,"Right Hand Music Group, LLC/RCA Records",43,-1,1,3945373,Spring ,April,27
44,spotify:track:2dpaYNEQHiRxtZbfNsse99,"Marshmello, Bastille",Marshmello,Bastille,,,,,,,,,Happier,Astralwerks,8,36,34,3937560,Spring ,April,27
45,spotify:track:6CcJMwBtXByIz4zQLzFkKc,Billie Eilish,Billie Eilish,,,,,,,,,,i love you,Darkroom/Interscope Records,17,17,2,3880613,Spring ,April,27
46,spotify:track:3oh6SCCeLuXhFpEyepla6G,Blueface,Blueface,,,,,,,,,,Thotiana,Fifth Amendment Entertainment/eOne Music,9,31,14,3863457,Spring ,April,27
47,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,Ariana Grande,,,,,,,,,,"thank u, next",Republic Records,1,33,23,3836034,Spring ,April,27
48,spotify:track:5icOoE6VgqFKohjWWNp0Ac,"Marshmello, CHVRCHES",Marshmello,CHVRCHES,,,,,,,,,Here With Me,Marshmello/Republic,16,39,5,3818561,Spring ,April,27
49,spotify:track:2kAIpGWnlFLQh48iut6Zzq,Khalid,Khalid,,,,,,,,,,Free Spirit,"Right Hand Music Group, LLC/RCA Records",49,-1,1,3784529,Spring ,April,27
50,spotify:track:7qEKqBCD2vE5vIBsrUitpD,Billie Eilish,Billie Eilish,,,,,,,,,,ilomilo,Darkroom/Interscope Records,18,18,2,3757979,Spring ,April,27
51,spotify:track:7FGq80cy8juXBCD2nrqdWU,"benny blanco, Halsey, Khalid",benny blanco,Halsey,Khalid,,,,,,,,Eastside (with Halsey & Khalid),Friends Keep Secrets/Interscope Records,10,46,39,3639599,Spring ,April,27
52,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Juice WRLD,,,,,,,,,,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,1,42,49,3576569,Spring ,April,27
53,spotify:track:0tMSssfxAL2oV8Vri0mFHE,Billie Eilish,Billie Eilish,,,,,,,,,,listen before i go,Darkroom/Interscope Records,20,20,2,3545319,Spring ,April,27
54,spotify:track:7njKgVl3AnLflRad38o7AG,Bazzi,Bazzi,,,,,,,,,,Paradise,iamcosmic,54,-1,1,3510962,Spring ,April,27
55,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,"Sam Smith, Normani",Sam Smith,Normani,,,,,,,,,Dancing With A Stranger (with Normani),Capitol,12,43,13,3406610,Spring ,April,27
56,spotify:track:5BfMJ6iytQnu1r7iiCYSXe,Khalid,Khalid,,,,,,,,,,Intro,"Right Hand Music Group, LLC/RCA Records",56,-1,1,3381544,Spring ,April,27
57,spotify:track:0HEckRWFSknIupbGzavk5d,Khalid,Khalid,,,,,,,,,,Hundred,"Right Hand Music Group, LLC/RCA Records",57,-1,1,3359118,Spring ,April,27
58,spotify:track:1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,Sheck Wes,,,,,,,,,,Mo Bamba,Cactus Jack Records/ G.O.O.D. Music/ Interscope Records,1,49,37,3353220,Spring ,April,27
59,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Lady Gaga,Bradley Cooper,,,,,,,,,Shallow,A Star is Born OST,10,48,28,3336838,Spring ,April,27
60,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Post Malone,,,,,,,,,,Better Now,Republic Records,1,50,50,3333363,Spring ,April,27
61,spotify:track:0PG9fbaaHFHfre2gUVo7AN,"Cardi B, Bruno Mars",Cardi B,Bruno Mars,,,,,,,,,Please Me,Atlantic/KSR,15,44,8,3331291,Spring ,April,27
62,spotify:track:4ZT9FnbFu1PaBfV3itxiqT,Lil Skies,Lil Skies,,,,,,,,,,I,All We Got Ent.,16,45,6,3210807,Spring ,April,27
63,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,"Kodak Black, Offset, Travis Scott",Kodak Black,Offset,Travis Scott,,,,,,,,ZEZE (feat. Travis Scott & Offset),Atlantic Records,1,47,26,3170310,Spring ,April,27
64,spotify:track:6X29iaaazwho3ab7GNue5r,Billie Eilish,Billie Eilish,,,,,,,,,,8,Darkroom/Interscope Records,23,23,2,3159641,Spring ,April,27
65,spotify:track:6fOOKqQWcSy33ApU1wqkkW,Khalid,Khalid,,,,,,,,,,Paradise,"Right Hand Music Group, LLC/RCA Records",65,-1,1,3159605,Spring ,April,27
66,spotify:track:1WqLtczgKdbHFHhefOU0y7,Khalid,Khalid,,,,,,,,,,Self,"Right Hand Music Group, LLC/RCA Records",66,75,2,3151953,Spring ,April,27
67,spotify:track:1NgCWYuBLfqBDA3b8MgSVU,Khalid,Khalid,,,,,,,,,,Twenty One,"Right Hand Music Group, LLC/RCA Records",67,-1,1,3082816,Spring ,April,27
68,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,XXXTENTACION,,,,,,,,,,SAD!,"Bad Vibes Forever, LLC",1,54,58,3048819,Spring ,April,27
69,spotify:track:7COXchtUOMd6uIT6HvmRaI,"Lauv, Troye Sivan",Lauv,Troye Sivan,,,,,,,,,i'm so tired...,Lauv,23,56,11,2969044,Spring ,April,27
70,spotify:track:2rxQMGVafnNaRaXlRMWPde,Luke Combs,Luke Combs,,,,,,,,,,Beautiful Crazy,River House Artists/Columbia Nashville,66,66,41,2916199,Spring ,April,27
71,spotify:track:3KLo7ByvjCNyBrfz5DZ2mO,Rich The Kid,Rich The Kid,,,,,,,,,,Splashin,Interscope Records,27,53,17,2889829,Spring ,April,27
72,spotify:track:14mHfNsSHN0FbLftyjrV9g,Flipp Dinero,Flipp Dinero,,,,,,,,,,Leave Me Alone,Cinematic/Epic/We The Best,10,61,35,2869715,Spring ,April,27
73,spotify:track:5WHTFyqSii0lmT9R21abT8,Mabel,Mabel,,,,,,,,,,Don't Call Me Up,Polydor Records,69,71,9,2849382,Spring ,April,27
74,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,"Gucci Mane, Bruno Mars, Kodak Black",Gucci Mane,Bruno Mars,Kodak Black,,,,,,,,Wake Up in the Sky,Guwop Enterprises/Atlantic,6,57,30,2828477,Spring ,April,27
75,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,XXXTENTACION,,,,,,,,,,Moonlight,"Bad Vibes Forever, LLC",3,60,56,2769426,Spring ,April,27
76,spotify:track:1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,Panic! At The Disco,,,,,,,,,,High Hopes,DCD2 / Fueled By Ramen,13,67,43,2756073,Spring ,April,27
77,spotify:track:3npzogdOEiVsieXmmhBepL,Maren Morris,Maren Morris,,,,,,,,,,The Bones,Columbia Nashville,60,68,5,2739293,Spring ,April,27
78,spotify:track:5wujBwqG7INdStqGd4tRMX,Juice WRLD,Juice WRLD,,,,,,,,,,Armed And Dangerous,Juice WRLD Mixtape / ISR P&D,9,63,22,2701791,Spring ,April,27
79,spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",Post Malone,21 Savage,,,,,,,,,rockstar (feat. 21 Savage),Republic Records,1,73,82,2682201,Spring ,April,27
80,spotify:track:42w7pX3r1TpLR0i55Ek5ND,Khalid,Khalid,,,,,,,,,,Bluffin',"Right Hand Music Group, LLC/RCA Records",80,-1,1,2664734,Spring ,April,27
81,spotify:track:2GGMabyHXnJmjY6CXhhB2e,Cardi B,Cardi B,,,,,,,,,,Money,Atlantic/KSR,17,64,25,2649085,Spring ,April,27
82,spotify:track:25sgk305KZfyuqVBQIahim,Ava Max,Ava Max,,,,,,,,,,Sweet but Psycho,Atlantic Records,36,76,27,2609033,Spring ,April,27
83,spotify:track:1fewSx2d5KIZ04wsooEBOz,"Metro Boomin, Gunna",Metro Boomin,Gunna,,,,,,,,,Space Cadet (feat. Gunna),Republic Records,20,72,23,2564532,Spring ,April,27
84,spotify:track:40T5GIqQ1CegGm2PTEl8Bu,Billie Eilish,Billie Eilish,,,,,,,,,,idontwannabeyouanymore,Darkroom,48,62,39,2525249,Spring ,April,27
85,spotify:track:5w9c2J52mkdntKOmRLeM2m,"Daddy Yankee, Snow",Daddy Yankee,Snow,,,,,,,,,Con Calma,El Cartel Records (EC3),45,69,9,2489717,Spring ,April,27
86,spotify:track:12VqHHz4wvVcnEdSivjLeQ,Khalid,Khalid,,,,,,,,,,Alive,"Right Hand Music Group, LLC/RCA Records",86,-1,1,2486612,Spring ,April,27
87,spotify:track:2H4gf1wLxvYreMj1jcaN0k,Dean Lewis,Dean Lewis,,,,,,,,,,Be Alright,Universal Music Australia Pty. Ltd.,31,80,37,2485739,Spring ,April,27
88,spotify:track:3XiNC94b4Tq1xwv70sQJGN,Lil Uzi Vert,Lil Uzi Vert,,,,,,,,,,Sanguine Paradise,Generation Now/Atlantic,88,-1,1,2434075,Spring ,April,27
89,spotify:track:13ZyrkCDmRz5xY3seuAWYk,Juice WRLD,Juice WRLD,,,,,,,,,,Hear Me Calling,Grade A Productions/Interscope Records,16,65,6,2431218,Spring ,April,27
90,spotify:track:5AjINjwKyRvQJhSe2zpPHi,"Polo G, Lil Tjay",Polo G,Lil Tjay,,,,,,,,,Pop Out (feat. Lil Tjay),Columbia,86,86,3,2424030,Spring ,April,27
91,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,XXXTENTACION,,,,,,,,,,Jocelyn Flores,Bad Vibes Forever / EMPIRE,3,81,85,2420263,Spring ,April,27
92,spotify:track:577YBGuskWkVDCxZrLRB4v,Lil Baby,Lil Baby,,,,,,,,,,Pure Cocaine,Quality Control Music/Motown Records/Capitol Records,52,70,19,2397199,Spring ,April,27
93,spotify:track:3A2yGHWIzmGEIolwonU69h,City Girls,City Girls,,,,,,,,,,Act Up,Quality Control Music/Motown Records,87,87,6,2390220,Spring ,April,27
94,spotify:track:116H0KvKr2Zl4RPuVBruDO,"Bad Bunny, Drake",Bad Bunny,Drake,,,,,,,,,MIA (feat. Drake),OVO Sound/Warner Records,2,84,26,2386266,Spring ,April,27
95,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,Post Malone,Post Malone,,,,,,,,,,I Fall Apart,Universal Records,2,93,82,2374967,Spring ,April,27
96,spotify:track:0NJp8GyCOWnQh71xKSPfuV,Tory Lanez,Tory Lanez,,,,,,,,,,Freaky,Mad Love/Interscope Records,79,79,4,2372291,Spring ,April,27
97,spotify:track:0fcq51a3gOI6gPvzc0YLsk,"Post Malone, Roddy Ricch, Tyga",Post Malone,Roddy Ricch,Tyga,,,,,,,,Wow. - Remix,Republic Records,75,82,4,2353762,Spring ,April,27
98,spotify:track:5IaHrVsrferBYDm0bDyABy,"Tyga, Offset",Tyga,Offset,,,,,,,,,Taste (feat. Offset),Last Kings Music / EMPIRE,4,94,47,2347962,Spring ,April,27
99,spotify:track:0TlLq3lA83rQOYtrqBqSct,Drake,Drake,,,,,,,,,,Nonstop,Cash Money/Drake LP6,1,88,41,2342389,Spring ,April,27
100,spotify:track:3LgWsmilsrWXiPYQFRD0T7,Billie Eilish,Billie Eilish,,,,,,,,,,goodbye,Darkroom/Interscope Records,29,29,2,2342287,Spring ,April,27
101,spotify:track:3swc6WTsr7rl9DqQKQA55C,"Post Malone, Ty Dolla $ign",Post Malone,Ty Dolla $ign,,,,,,,,,Psycho (feat. Ty Dolla $ign),Republic Records,2,95,59,2338976,Spring ,April,27
102,spotify:track:0Hgqglypzt6Qs5Duqskcqs,Khalid,Khalid,,,,,,,,,,Heaven,"Right Hand Music Group, LLC/RCA Records",102,-1,1,2334364,Spring ,April,27
103,spotify:track:4hqOmrCCJKyiuwDexd8c2t,"NAV, The Weeknd",NAV,The Weeknd,,,,,,,,,Price On My Head (feat. The Weeknd),"XO Records, LLC and Republic Records",42,77,3,2307566,Spring ,April,27
104,spotify:track:6vN77lE9LK6HP2DewaN6HZ,"Lil Baby, Drake",Lil Baby,Drake,,,,,,,,,Yes Indeed,"Quality Control Music, LLC",2,98,48,2300132,Spring ,April,27
105,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Queen,,,,,,,,,,Bohemian Rhapsody - Remastered 2011,Hollywood Records,42,90,24,2298894,Spring ,April,27
106,spotify:track:6eiztdXRkooWsBt2xToMWI,Juice WRLD,Juice WRLD,,,,,,,,,,Make Believe,Grade A Productions/Interscope Records,24,74,5,2279409,Spring ,April,27
107,spotify:track:0rKtyWc8bvkriBthvHKY8d,Joji,Joji,,,,,,,,,,SLOW DANCING IN THE DARK,88rising Music/Warner Records,29,92,29,2274107,Spring ,April,27
108,spotify:track:2uIX8YMNjGMD7441kqyyNU,Billie Eilish,Billie Eilish,,,,,,,,,,ocean eyes,Darkroom,78,83,42,2236393,Spring ,April,27
109,spotify:track:7pMRoGLEJuFM2wl5pt0R99,"Offset, Travis Scott, 21 Savage",Offset,Travis Scott,21 Savage,,,,,,,,Legacy (feat. Travis Scott & 21 Savage),Quality Control Music/Motown Records,19,106,7,2235753,Spring ,April,27
110,spotify:track:58q2HKrzhC3ozto2nDdN4z,"Cardi B, Bad Bunny, J Balvin",Cardi B,Bad Bunny,J Balvin,,,,,,,,I Like It,Atlantic/KSR,3,102,53,2231363,Spring ,April,27
111,spotify:track:0jAfdqv18goRTUxm3ilRjb,"A Boogie Wit da Hoodie, Tyga, Offset",A Boogie Wit da Hoodie,Tyga,Offset,,,,,,,,Startender (feat. Offset and Tyga),Highbridge the Label / Atlantic Records,17,85,17,2221886,Spring ,April,27
112,spotify:track:7ql71hBakyMi0Lxiq3Mugs,"The Chainsmokers, 5 Seconds of Summer",The Chainsmokers,5 Seconds of Summer,,,,,,,,,Who Do You Love,Disruptor Records/Columbia,33,96,9,2203135,Spring ,April,27
113,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,5 Seconds of Summer,,,,,,,,,,Youngblood,Capitol,17,105,52,2194510,Spring ,April,27
114,spotify:track:6JQvHMSaR8flFsN53ypOfP,Lil Mosey,Lil Mosey,,,,,,,,,,Noticed,Mogul Vision/Interscope Records,20,100,34,2183965,Spring ,April,27
115,spotify:track:7sO5G9EABYOXQKNPNiE9NR,"Offset, Metro Boomin",Offset,Metro Boomin,,,,,,,,,Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",4,104,76,2182531,Spring ,April,27
116,spotify:track:4TWflhgevIGo448fWc6mQq,Offset,Offset,,,,,,,,,,Red Room,Quality Control Music/Motown Records,22,78,8,2172965,Spring ,April,27
117,spotify:track:5SHhPFh68OhUmuRPymKX9d,FLETCHER,FLETCHER,,,,,,,,,,Undrunk,Capitol Records,82,89,5,2164476,Spring ,April,27
118,spotify:track:5JEx7HbmvHQQswJCsoo9rA,"Ellie Goulding, Diplo, Swae Lee",Ellie Goulding,Diplo,Swae Lee,,,,,,,,Close To Me (with Diplo) (feat. Swae Lee),Polydor Records,33,110,24,2140975,Spring ,April,27
119,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,Juice WRLD,,,,,,,,,,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,13,101,51,2140188,Spring ,April,27
120,spotify:track:2MShy1GSSgbmGUxADNIao5,Kodak Black,Kodak Black,,,,,,,,,,Calling My Spirit,Atlantic Records,31,91,19,2132722,Spring ,April,27
121,spotify:track:51NFxnQvaosfDDutk0tams,Billie Eilish,Billie Eilish,,,,,,,,,,bellyache,Darkroom,49,99,23,2132012,Spring ,April,27
122,spotify:track:42fw0rxRO2xbesF6mJfd4Y,Dan + Shay,Dan + Shay,,,,,,,,,,Tequila,Warner Records,60,120,56,2122344,Spring ,April,27
123,spotify:track:6MjNilJCVKJq0LfFvo5jWJ,Juice WRLD,Juice WRLD,,,,,,,,,,Fast,Grade A Productions/Interscope Records,8,59,5,2122058,Spring ,April,27
124,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,Khalid,Khalid,,,,,,,,,,Young Dumb & Broke,"Right Hand Music Group, LLC/RCA Records",6,129,104,2105138,Spring ,April,27
125,spotify:track:39xWBHPM4E9MwzEy5gbM7p,"Nipsey Hussle, YG",Nipsey Hussle,YG,,,,,,,,,Last Time That I Checc'd (feat. YG),Atlantic Records,122,122,2,2091752,Spring ,April,27
126,spotify:track:7AQim7LbvFVZJE3O8TYgf2,"XXXTENTACION, Trippie Redd",XXXTENTACION,Trippie Redd,,,,,,,,,Fuck Love (feat. Trippie Redd),Bad Vibes Forever / EMPIRE,8,112,85,2054713,Spring ,April,27
127,spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,"Kehlani, Ty Dolla $ign",Kehlani,Ty Dolla $ign,,,,,,,,,Nights Like This (feat. Ty Dolla $ign),TSNMI / Atlantic,21,111,13,2042659,Spring ,April,27
128,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,Lauv,,,,,,,,,,I Like Me Better,Lauv,30,123,96,2035888,Spring ,April,27
129,spotify:track:4dAMdQ6g4kGmnc1MDHsg77,NLE Choppa,NLE Choppa,,,,,,,,,,Shotta Flow,No Love Entertainment,115,115,4,2034108,Spring ,April,27
130,spotify:track:7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,Lil Uzi Vert,,,,,,,,,,XO Tour Llif3,Generation Now/Atlantic,2,114,107,2020215,Spring ,April,27
131,spotify:track:4e4fqjx0Izh4svvTef1z7e,"Bebe Rexha, Florida Georgia Line",Bebe Rexha,Florida Georgia Line,,,,,,,,,Meant to Be (feat. Florida Georgia Line),Warner Bros.,16,124,83,2018965,Spring ,April,27
132,spotify:track:6GSkLS2y4ZnnZsuRAj975K,"Marshmello, Roddy Ricch",Marshmello,Roddy Ricch,,,,,,,,,Project Dreams,Warner Records,82,119,15,2008803,Spring ,April,27
133,spotify:track:152lZdxL1OR0ZMW6KquMif,Khalid,Khalid,,,,,,,,,,Location,"Right Hand Music Group, LLC/RCA Records",9,134,117,1994291,Spring ,April,27
134,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Post Malone, Quavo",Post Malone,Quavo,,,,,,,,,Congratulations,Universal Records,5,121,120,1991139,Spring ,April,27
135,spotify:track:7uH27oIt4a6cIFCA8ZPcyG,Ozuna,Ozuna,,,,,,,,,,Baila Baila Baila,Aura Music Corp.,100,116,10,1969907,Spring ,April,27
136,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,Drake,,,,,,,,,,God's Plan,Cash Money/Drake LP6,1,126,64,1962728,Spring ,April,27
137,spotify:track:6fIjnWrv46njJHLDAY2JdC,"Nipsey Hussle, Kendrick Lamar",Nipsey Hussle,Kendrick Lamar,,,,,,,,,Dedication (feat. Kendrick Lamar),Atlantic Records,117,117,2,1951615,Spring ,April,27
138,spotify:track:4SPu0Ql902hTVXkBoNIYtq,Ariana Grande,Ariana Grande,,,,,,,,,,NASA,Republic Records,3,103,9,1943175,Spring ,April,27
139,spotify:track:2gwkD6igEhQbDQegRCcdoB,DaBaby,DaBaby,,,,,,,,,,Suge,South Coast Music Group/Interscope Records,139,166,2,1939370,Spring ,April,27
140,spotify:track:41MCdlvXOl62B7Kv86Bb1v,Juice WRLD,Juice WRLD,,,,,,,,,,Empty,Grade A Productions/Interscope Records,13,97,5,1939050,Spring ,April,27
141,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,Dan + Shay,Dan + Shay,,,,,,,,,,Speechless,Warner Records,85,132,36,1934606,Spring ,April,27
142,spotify:track:4XiGKQqbmnMVxDzUj6j3f2,YK Osiris,YK Osiris,,,,,,,,,,Worth It,Def Jam Recordings,119,125,6,1933907,Spring ,April,27
143,spotify:track:1TEL6MlSSVLSdhOSddidlJ,Ariana Grande,Ariana Grande,,,,,,,,,,needy,Republic Records,4,109,9,1914847,Spring ,April,27
144,spotify:track:1WSGTYKLEpKfNQYYW5Oymt,"benny blanco, Selena Gomez, J Balvin, Tainy",benny blanco,Selena Gomez,J Balvin,Tainy,,,,,,,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",NEON16/Friends Keep Secrets/Interscope Records,27,107,6,1900869,Spring ,April,27
145,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,"BlocBoy JB, Drake",BlocBoy JB,Drake,,,,,,,,,Look Alive (feat. Drake),OVO Sound/Warner Records,3,133,61,1899907,Spring ,April,27
